lat,lon,sz,names,len_cat
13.7422814,100.5099109,2,"""Name: 9038489299""",0
13.7425252,100.5100914,2,"""Name: 9038489298""",1
13.7429259,100.5095938,2,"""Name: 4460218405""",2
13.7432937,100.5098012,2,"""Name: 5935986502""",3
13.7433567,100.5098368,2,"""Name: 5935986503""",4
13.7432937,100.5098012,2,"""Name: 5935986502""",5
13.7433567,100.5098368,2,"""Name: 5935986503""",6
13.7432937,100.5098012,2,"""Name: 5935986502""",7
13.7433567,100.5098368,2,"""Name: 5935986503""",8
13.7432937,100.5098012,2,"""Name: 5935986502""",9
13.7433567,100.5098368,2,"""Name: 5935986503""",10
13.7432937,100.5098012,2,"""Name: 5935986502""",11
13.7433567,100.5098368,2,"""Name: 5935986503""",12
13.7432937,100.5098012,2,"""Name: 5935986502""",13
13.7433567,100.5098368,2,"""Name: 5935986503""",14
13.7432937,100.5098012,2,"""Name: 5935986502""",15
13.7433567,100.5098368,2,"""Name: 5935986503""",16
13.7432937,100.5098012,2,"""Name: 5935986502""",17
13.7429259,100.5095938,2,"""Name: 4460218405""",18
13.7426538,100.509439,2,"""Name: 280294778""",19
13.7422355,100.5091961,2,"""Name: 5935986481""",20
13.7418865,100.5089924,2,"""Name: 5935986485""",21
13.7418154,100.5089509,2,"""Name: 5319166121""",22
13.7410508,100.5084817,2,"""Name: 3096838144""",23
13.7407871,100.5082866,2,"""Name: 5933651441""",24
13.7405182,100.5080516,2,"""Name: 5426109579""",25
13.7401458,100.5076879,2,"""Name: 280293671""",26
13.7401016,100.5077314,2,"""Name: 3096838121""",27
13.7401458,100.5076879,2,"""Name: 280293671""",28
13.7401964,100.5076358,2,"""Name: 3096838122""",29
13.7401458,100.5076879,2,"""Name: 280293671""",30
13.7401016,100.5077314,2,"""Name: 3096838121""",31
13.7401458,100.5076879,2,"""Name: 280293671""",32
13.7401964,100.5076358,2,"""Name: 3096838122""",33
13.7406103,100.5071807,2,"""Name: 280291202""",34
13.7409917,100.5075084,2,"""Name: 280291372""",35
13.741311,100.507132,2,"""Name: 5933651448""",36
13.7417838,100.5065789,2,"""Name: 2519662918""",37
13.7418535,100.5066227,2,"""Name: 2519662919""",38
13.7419057,100.5066584,2,"""Name: 9320656327""",39
13.7418535,100.5066227,2,"""Name: 2519662919""",40
13.7420335,100.5064528,2,"""Name: 5933651452""",41
13.7424912,100.506866,2,"""Name: 5933651451""",42
13.7424752,100.5068773,2,"""Name: 9363513389""",43
13.7424912,100.506866,2,"""Name: 5933651451""",44
13.7427267,100.5066745,2,"""Name: 5933651449""",45
13.7424623,100.5064277,2,"""Name: 9320638793""",46
13.7423091,100.5062848,2,"""Name: 9418963343""",47
13.7422326,100.5062134,2,"""Name: 5933651450""",48
