lat,lon,sz,names,len_cat,street,street_nodes,street_id,node_id,source_city,source_city_id
43.7481899,-79.1962512,2,Guildwood Parkway (042),a,Guildwood Parkway,120,5542397,395320042,Scarborough,38007
43.7482285,-79.2074286,2,Kingston Road (088),a,Kingston Road,989,5542367,511371088,Scarborough,38007
43.7482285,-79.2074286,2,Kingston Road (131),a,Kingston Road,989,5542367,511371131,Scarborough,38007
43.7482503,-79.1959731,2,Guildwood Parkway (700),a,Guildwood Parkway,120,5542397,358586700,Scarborough,38007
43.7482788,-79.1958369,2,Guildwood Parkway (211),a,Guildwood Parkway,120,5542397,97311211,Scarborough,38007
43.7482788,-79.1958369,2,Chancery Lane (026),a,Chancery Lane,12,5542846,98870026,Scarborough,38007
43.7483677,-79.1958735,2,Chancery Lane (101),a,Chancery Lane,12,5542846,611550101,Scarborough,38007
43.748386,-79.1958794,2,Chancery Lane (659),a,Chancery Lane,12,5542846,362080659,Scarborough,38007
43.7484315,-79.2072413,2,Kingston Road (854),a,Kingston Road,989,5542367,417293854,Scarborough,38007
43.7485833,-79.1977927,2,Cadbury Court (741),a,Cadbury Court,23,5542847,98870741,Scarborough,38007
43.7485833,-79.1977927,2,Cadbury Court (998),a,Cadbury Court,23,5542847,611549998,Scarborough,38007
43.7485861,-79.1977497,2,Cadbury Court (723),a,Cadbury Court,23,5542847,98870723,Scarborough,38007
43.7485908,-79.1978346,2,Cadbury Court (740),a,Cadbury Court,23,5542847,98870740,Scarborough,38007
43.7485992,-79.1977105,2,Cadbury Court (724),a,Cadbury Court,23,5542847,98870724,Scarborough,38007
43.7486079,-79.1978706,2,Cadbury Court (739),a,Cadbury Court,23,5542847,98870739,Scarborough,38007
43.748621,-79.1976796,2,Cadbury Court (725),a,Cadbury Court,23,5542847,98870725,Scarborough,38007
43.7486327,-79.1978968,2,Cadbury Court (738),a,Cadbury Court,23,5542847,98870738,Scarborough,38007
43.7486356,-79.1941714,2,Guildwood Parkway (212),a,Guildwood Parkway,120,5542397,97311212,Scarborough,38007
43.7486489,-79.1976478,2,Cadbury Court (726),a,Cadbury Court,23,5542847,98870726,Scarborough,38007
43.7486623,-79.19791,2,Cadbury Court (737),a,Cadbury Court,23,5542847,98870737,Scarborough,38007
43.7486855,-79.1976085,2,Cadbury Court (727),a,Cadbury Court,23,5542847,98870727,Scarborough,38007
43.7486914,-79.2067641,2,Kingston Road (096),a,Kingston Road,989,5542367,511371096,Scarborough,38007
43.7486914,-79.2067641,2,Kingston Road (132),a,Kingston Road,989,5542367,511371132,Scarborough,38007
43.7486935,-79.1979089,2,Cadbury Court (736),a,Cadbury Court,23,5542847,98870736,Scarborough,38007
43.7487212,-79.1978948,2,Cadbury Court (735),a,Cadbury Court,23,5542847,98870735,Scarborough,38007
43.748724,-79.1937629,2,Guildwood Parkway (213),a,Guildwood Parkway,120,5542397,97311213,Scarborough,38007
43.748724,-79.1937629,2,Guildwood Parkway (256),a,Guildwood Parkway,120,5542397,97311256,Scarborough,38007
43.7487304,-79.1975427,2,Cadbury Court (721),a,Cadbury Court,23,5542847,98870721,Scarborough,38007
43.7487304,-79.1975427,2,Cadbury Court (728),a,Cadbury Court,23,5542847,98870728,Scarborough,38007
43.7487413,-79.1976388,2,Cadbury Court (729),a,Cadbury Court,23,5542847,98870729,Scarborough,38007
43.7487443,-79.1978692,2,Cadbury Court (734),a,Cadbury Court,23,5542847,98870734,Scarborough,38007
43.7487547,-79.1977039,2,Cadbury Court (730),a,Cadbury Court,23,5542847,98870730,Scarborough,38007
43.7487604,-79.1978349,2,Cadbury Court (733),a,Cadbury Court,23,5542847,98870733,Scarborough,38007
43.7487659,-79.1977544,2,Cadbury Court (731),a,Cadbury Court,23,5542847,98870731,Scarborough,38007
43.7487678,-79.1977953,2,Cadbury Court (732),a,Cadbury Court,23,5542847,98870732,Scarborough,38007
43.7489761,-79.206499,2,Kingston Road (100),a,Kingston Road,989,5542367,95082100,Scarborough,38007
43.7489761,-79.206499,2,Kingston Road (936),a,Kingston Road,989,5542367,611560936,Scarborough,38007
43.7490009,-79.1962545,2,Cadbury Court (661),a,Cadbury Court,23,5542847,362080661,Scarborough,38007
43.7490069,-79.1924679,2,Guildwood Parkway (257),a,Guildwood Parkway,120,5542397,97311257,Scarborough,38007
43.7490277,-79.1961388,2,Chancery Lane (027),a,Chancery Lane,12,5542846,98870027,Scarborough,38007
43.7490277,-79.1961388,2,Chancery Lane (029),a,Chancery Lane,12,5542846,98870029,Scarborough,38007
43.7490277,-79.1961388,2,Cadbury Court (720),a,Cadbury Court,23,5542847,98870720,Scarborough,38007
43.7490909,-79.1960952,2,Chancery Lane (030),a,Chancery Lane,12,5542846,98870030,Scarborough,38007
43.7491576,-79.1960393,2,Chancery Lane (031),a,Chancery Lane,12,5542846,98870031,Scarborough,38007
43.7492069,-79.1959802,2,Chancery Lane (032),a,Chancery Lane,12,5542846,98870032,Scarborough,38007
43.7492174,-79.1959639,2,Chancery Lane (893),a,Chancery Lane,12,5542846,362080893,Scarborough,38007
43.7492522,-79.1955608,2,Toynbee Trail (327),a,Toynbee Trail,62,5543174,99248327,Scarborough,38007
43.7492563,-79.1957556,2,Toynbee Trail (328),a,Toynbee Trail,62,5543174,99248328,Scarborough,38007
43.7492587,-79.1954412,2,Toynbee Trail (685),a,Toynbee Trail,62,5543174,304793685,Scarborough,38007
43.7492659,-79.195888,2,Chancery Lane (033),a,Chancery Lane,12,5542846,98870033,Scarborough,38007
43.7492659,-79.195888,2,Toynbee Trail (329),a,Toynbee Trail,62,5543174,99248329,Scarborough,38007
43.7492771,-79.1953285,2,Toynbee Trail (684),a,Toynbee Trail,62,5543174,304793684,Scarborough,38007
43.7492831,-79.1962393,2,Chancery Lane (660),a,Chancery Lane,12,5542846,362080660,Scarborough,38007
43.7492925,-79.2062092,2,Kingston Road (098),a,Kingston Road,989,5542367,95082098,Scarborough,38007
43.7492925,-79.2062092,2,Kingston Road (101),a,Kingston Road,989,5542367,95082101,Scarborough,38007
43.7493175,-79.1960546,2,Toynbee Trail (330),a,Toynbee Trail,62,5543174,99248330,Scarborough,38007
43.7493941,-79.1962829,2,Chancery Lane (028),a,Chancery Lane,12,5542846,98870028,Scarborough,38007
43.7493941,-79.1962829,2,Toynbee Trail (331),a,Toynbee Trail,62,5543174,99248331,Scarborough,38007
43.7494114,-79.1905808,2,Guildwood Parkway (258),a,Guildwood Parkway,120,5542397,97311258,Scarborough,38007
43.7494219,-79.194669,2,Somerdale Square (850),a,Somerdale Square,36,5542849,98871850,Scarborough,38007
43.7494219,-79.194669,2,Toynbee Trail (326),a,Toynbee Trail,62,5543174,99248326,Scarborough,38007
43.7494395,-79.1904657,2,Guildwood Parkway (259),a,Guildwood Parkway,120,5542397,97311259,Scarborough,38007
43.7494395,-79.1904657,2,Navarre Crescent (315),a,Navarre Crescent,19,5542851,98874315,Scarborough,38007
43.7494921,-79.1964004,2,Toynbee Trail (332),a,Toynbee Trail,62,5543174,99248332,Scarborough,38007
43.7495023,-79.1947021,2,Somerdale Square (664),a,Somerdale Square,36,5542849,362080664,Scarborough,38007
43.7495272,-79.1905037,2,Navarre Crescent (097),a,Navarre Crescent,19,5542851,611550097,Scarborough,38007
43.7495585,-79.1905188,2,Navarre Crescent (671),a,Navarre Crescent,19,5542851,362080671,Scarborough,38007
43.7496037,-79.1965978,2,Toynbee Trail (333),a,Toynbee Trail,62,5543174,99248333,Scarborough,38007
43.7496281,-79.1970952,2,Toynbee Trail (335),a,Toynbee Trail,62,5543174,99248335,Scarborough,38007
43.7496394,-79.1895307,2,Guildwood Parkway (089),a,Guildwood Parkway,120,5542397,611550089,Scarborough,38007
43.7496513,-79.196856,2,Toynbee Trail (334),a,Toynbee Trail,62,5543174,99248334,Scarborough,38007
43.749667,-79.1894013,2,Galloway Road (086),a,Galloway Road,90,5542396,611550086,Scarborough,38007
43.749667,-79.1894013,2,Guildwood Parkway (260),a,Guildwood Parkway,120,5542397,97311260,Scarborough,38007
43.7496708,-79.1935194,2,Regency Square (839),a,Regency Square,42,5542850,98873839,Scarborough,38007
43.7496708,-79.1935194,2,Toynbee Trail (325),a,Toynbee Trail,62,5543174,99248325,Scarborough,38007
43.7496951,-79.1892661,2,Guildwood Parkway (090),a,Guildwood Parkway,120,5542397,611550090,Scarborough,38007
43.7497552,-79.1894364,2,Galloway Road (087),a,Galloway Road,90,5542396,611550087,Scarborough,38007
43.74976,-79.1906058,2,Navarre Crescent (169),a,Navarre Crescent,19,5542851,304793169,Scarborough,38007
43.7498016,-79.1887536,2,Guildwood Parkway (261),a,Guildwood Parkway,120,5542397,97311261,Scarborough,38007
43.7498029,-79.1935766,2,Regency Square (665),a,Regency Square,42,5542850,362080665,Scarborough,38007
43.7498082,-79.1928692,2,Toynbee Trail (324),a,Toynbee Trail,62,5543174,99248324,Scarborough,38007
43.749852,-79.1926818,2,Toynbee Trail (683),a,Toynbee Trail,62,5543174,304793683,Scarborough,38007
43.7498845,-79.1936119,2,Regency Square (150),a,Regency Square,42,5542850,304793150,Scarborough,38007
43.7498939,-79.1925616,2,Toynbee Trail (323),a,Toynbee Trail,62,5543174,99248323,Scarborough,38007
43.7499416,-79.1924592,2,Toynbee Trail (682),a,Toynbee Trail,62,5543174,304793682,Scarborough,38007
43.7500065,-79.1923419,2,Toynbee Trail (681),a,Toynbee Trail,62,5543174,304793681,Scarborough,38007
43.7500609,-79.2718666,2,Lawrence Avenue East (156),a,Lawrence Avenue East,964,5542369,95789156,Scarborough,38007
43.7500716,-79.1954905,2,Somerdale Square (868),a,Somerdale Square,36,5542849,98871868,Scarborough,38007
43.7500748,-79.1955699,2,Somerdale Square (145),a,Somerdale Square,36,5542849,304793145,Scarborough,38007
43.7500748,-79.1954365,2,Somerdale Square (146),a,Somerdale Square,36,5542849,304793146,Scarborough,38007
43.7500836,-79.195637,2,Somerdale Square (139),a,Somerdale Square,36,5542849,304793139,Scarborough,38007
43.7500836,-79.1953761,2,Somerdale Square (869),a,Somerdale Square,36,5542849,98871869,Scarborough,38007
43.7500962,-79.1922133,2,Toynbee Trail (322),a,Toynbee Trail,62,5543174,99248322,Scarborough,38007
43.750102,-79.1957214,2,Somerdale Square (138),a,Somerdale Square,36,5542849,304793138,Scarborough,38007
43.7501098,-79.1873262,2,Guildwood Parkway (091),a,Guildwood Parkway,120,5542397,611550091,Scarborough,38007
43.7501098,-79.1873262,2,Forsythia Drive (102),a,Forsythia Drive,16,5544504,611550102,Scarborough,38007
43.7501255,-79.1907611,2,Navarre Crescent (316),a,Navarre Crescent,19,5542851,98874316,Scarborough,38007
43.7501311,-79.1937096,2,Regency Square (840),a,Regency Square,42,5542850,98873840,Scarborough,38007
43.7501369,-79.1958167,2,Somerdale Square (867),a,Somerdale Square,36,5542849,98871867,Scarborough,38007
43.7501628,-79.1949741,2,Somerdale Square (870),a,Somerdale Square,36,5542849,98871870,Scarborough,38007
43.7501628,-79.1949741,2,Somerdale Square (100),a,Somerdale Square,36,5542849,611550100,Scarborough,38007
43.7501751,-79.1907929,2,Navarre Crescent (170),a,Navarre Crescent,19,5542851,304793170,Scarborough,38007
43.7502008,-79.1913602,2,Navarre Crescent (175),a,Navarre Crescent,19,5542851,304793175,Scarborough,38007
43.7502054,-79.1914676,2,Navarre Crescent (319),a,Navarre Crescent,19,5542851,98874319,Scarborough,38007
43.7502061,-79.1912455,2,Navarre Crescent (174),a,Navarre Crescent,19,5542851,304793174,Scarborough,38007
43.750207,-79.1908252,2,Navarre Crescent (317),a,Navarre Crescent,19,5542851,98874317,Scarborough,38007
43.75021,-79.1920964,2,Toynbee Trail (680),a,Toynbee Trail,62,5543174,304793680,Scarborough,38007
43.7502118,-79.1873717,2,Forsythia Drive (103),a,Forsythia Drive,16,5544504,611550103,Scarborough,38007
43.7502143,-79.1915493,2,Navarre Crescent (176),a,Navarre Crescent,19,5542851,304793176,Scarborough,38007
43.7502265,-79.1916183,2,Navarre Crescent (178),a,Navarre Crescent,19,5542851,304793178,Scarborough,38007
43.7502323,-79.190866,2,Navarre Crescent (171),a,Navarre Crescent,19,5542851,304793171,Scarborough,38007
43.750237,-79.1873821,2,Forsythia Drive (104),a,Forsythia Drive,16,5544504,611550104,Scarborough,38007
43.7502386,-79.1867588,2,Guildwood Parkway (092),a,Guildwood Parkway,120,5542397,611550092,Scarborough,38007
43.7502444,-79.1960581,2,Somerdale Square (137),a,Somerdale Square,36,5542849,304793137,Scarborough,38007
43.7502453,-79.1909116,2,Navarre Crescent (172),a,Navarre Crescent,19,5542851,304793172,Scarborough,38007
43.7502463,-79.1910207,2,Navarre Crescent (318),a,Navarre Crescent,19,5542851,98874318,Scarborough,38007
43.7502502,-79.1909612,2,Navarre Crescent (173),a,Navarre Crescent,19,5542851,304793173,Scarborough,38007
43.7502537,-79.1917312,2,Navarre Crescent (320),a,Navarre Crescent,19,5542851,98874320,Scarborough,38007
43.7502807,-79.1865671,2,Guildwood Parkway (093),a,Guildwood Parkway,120,5542397,611550093,Scarborough,38007
43.7502961,-79.1961942,2,Somerdale Square (866),a,Somerdale Square,36,5542849,98871866,Scarborough,38007
43.7502982,-79.1918852,2,Navarre Crescent (098),a,Navarre Crescent,19,5542851,611550098,Scarborough,38007
43.7503267,-79.2052532,2,Kingston Road (963),a,Kingston Road,989,5542367,95081963,Scarborough,38007
43.7503282,-79.1963028,2,Somerdale Square (136),a,Somerdale Square,36,5542849,304793136,Scarborough,38007
43.7503318,-79.1920016,2,Navarre Crescent (321),a,Navarre Crescent,19,5542851,98874321,Scarborough,38007
43.7503318,-79.1920016,2,Toynbee Trail (321),a,Toynbee Trail,62,5543174,99248321,Scarborough,38007
43.7503453,-79.1862386,2,Guildwood Parkway (265),a,Guildwood Parkway,120,5542397,97311265,Scarborough,38007
43.7503453,-79.1862386,2,Schubert Drive (234),a,Schubert Drive,17,5544500,100253234,Scarborough,38007
43.7503578,-79.1861872,2,Guildwood Parkway (094),a,Guildwood Parkway,120,5542397,611550094,Scarborough,38007
43.7503582,-79.1964289,2,Somerdale Square (135),a,Somerdale Square,36,5542849,304793135,Scarborough,38007
43.750364,-79.1938677,2,Regency Square (864),a,Regency Square,42,5542850,98873864,Scarborough,38007
43.750364,-79.1938677,2,Regency Square (053),a,Regency Square,42,5542850,611550053,Scarborough,38007
43.7503879,-79.1966029,2,Somerdale Square (865),a,Somerdale Square,36,5542849,98871865,Scarborough,38007
